Time (sec),Air Temp (F),Water Supply Temp (F),Water Return Temp (F),Water Flowrate (gpm)
75960.0,75.384,68.093,80.787,4242.517
76020.0,75.327,67.795,81.042,4249.01
76080.0,75.335,67.957,80.6,4256.974
76140.0,75.334,67.788,80.724,4248.812
76200.0,75.384,67.913,80.642,4255.418
76260.0,75.329,68.121,81.279,4251.993
76320.0,75.351,68.156,81.489,4246.477
76380.0,75.342,67.928,81.295,4258.144
76440.0,75.349,68.06,81.155,4243.646
76500.0,75.377,68.005,81.368,4253.888
76560.0,75.349,68.186,80.612,4246.197
76620.0,75.326,68.047,80.596,4260.178
76680.0,75.361,68.047,80.749,4243.086
76740.0,75.381,67.943,80.769,4250.894
76800.0,75.35,68.089,81.082,4250.094
76860.0,75.386,67.776,81.339,4250.172
76920.0,75.348,67.82,80.755,4248.498
76980.0,75.362,67.881,81.569,4261.073
77040.0,75.393,68.055,80.641,4250.842
77100.0,75.325,67.976,80.818,4245.113
77160.0,75.357,68.149,81.5,4250.198
77220.0,75.365,67.766,81.188,4246.66
77280.0,75.394,68.072,81.09,4245.447
77340.0,75.354,68.195,81.035,4256.389
77400.0,75.371,68.001,80.747,4244.177
77460.0,75.391,68.196,80.468,4255.832
77520.0,75.344,67.928,80.98,4254.483
77580.0,75.391,68.116,80.663,4260.698
77640.0,75.325,67.963,81.372,4247.942
77700.0,75.363,68.046,81.308,4257.31
77760.0,75.35,67.91,81.085,4243.2
77820.0,75.382,68.027,81.505,4248.359
77880.0,75.324,67.954,80.751,4250.387
77940.0,75.402,67.798,80.996,4250.059
78000.0,75.375,67.788,80.481,4260.895
78060.0,75.343,67.947,80.67,4246.53
78120.0,75.323,67.78,81.166,4242.579
78180.0,75.36,68.111,81.552,4248.749
78240.0,75.335,67.952,81.109,4242.777
78300.0,75.337,68.096,80.559,4252.367
78360.0,75.391,67.915,81.158,4261.244
78420.0,75.331,68.192,81.149,4246.255
78480.0,75.325,68.081,81.177,4251.694
78540.0,75.392,68.133,81.084,4251.238
78600.0,75.328,68.011,81.54,4256.469
78660.0,75.387,67.817,80.747,4260.344
78720.0,75.394,67.944,81.366,4246.466
78780.0,75.386,68.056,81.115,4244.241
78840.0,75.37,68.083,80.911,4255.878
78900.0,75.389,67.949,80.837,4254.498
78960.0,75.355,67.963,80.5,4245.006
79020.0,75.385,67.913,80.696,4251.33
79080.0,75.347,67.953,81.28,4259.334
79140.0,75.348,67.798,80.553,4256.844
79200.0,75.392,68.176,80.516,4246.487
79260.0,75.331,68.154,81.04,4247.342
79320.0,75.327,67.979,80.511,4243.466
79380.0,75.397,67.926,81.393,4256.861
79440.0,75.335,67.809,80.69,4255.48
79500.0,75.371,67.927,81.133,4248.383
79560.0,75.373,68.058,80.462,4241.529
79620.0,75.379,67.845,80.916,4250.487
79680.0,75.383,67.767,80.82,4248.633
79740.0,75.371,68.064,81.036,4254.364
79800.0,75.375,68.169,81.012,4251.577
79860.0,75.39,67.85,81.332,4247.626
79920.0,75.394,67.838,81.35,4255.792
79980.0,75.349,68.033,81.022,4254.68
80040.0,75.401,68.052,81.364,4256.847
80100.0,75.398,68.028,80.924,4260.708
80160.0,75.383,67.986,81.452,4244.919
80220.0,75.387,67.806,81.216,4251.483
80280.0,75.403,67.773,80.971,4244.984
80340.0,75.367,67.883,81.085,4256.785
80400.0,75.37,67.797,81.382,4256.888
80460.0,75.336,67.983,80.635,4252.675
80520.0,75.372,68.134,81.407,4250.786
80580.0,75.339,68.146,81.309,4261.274
80640.0,75.358,68.103,80.977,4257.279
80700.0,75.338,67.802,80.629,4260.782
80760.0,75.327,67.834,80.919,4248.793
80820.0,75.382,67.776,80.685,4254.163
80880.0,75.379,68.152,80.724,4255.51
80940.0,75.402,67.945,81.547,4258.34
81000.0,75.342,67.934,80.467,4242.439
81060.0,75.396,67.888,80.858,4249.705
81120.0,75.368,67.811,80.661,4248.488
81180.0,75.328,67.892,80.982,4256.656
81240.0,75.336,68.152,80.983,4257.269
81300.0,75.361,68.153,81.222,4252.948
81360.0,75.393,68.004,81.573,4242.515
81420.0,75.338,67.926,80.823,4258.411
81480.0,75.354,67.922,81.019,4246.887
81540.0,75.349,67.788,81.124,4251.431
81600.0,75.379,67.909,80.511,4252.292
81660.0,75.324,68.148,80.77,4255.637
81720.0,75.329,67.966,81.379,4254.035
81780.0,75.382,67.835,80.78,4251.253
81840.0,75.356,68.099,80.929,4258.845
81900.0,75.359,67.823,80.658,4242.659
81960.0,75.325,67.797,81.277,4253.003
82020.0,75.394,68.089,80.637,4242.803
82080.0,75.354,68.144,81.353,4251.838
82140.0,75.361,67.973,81.504,4250.352
82200.0,75.394,68.004,80.768,4251.033
82260.0,75.37,68.193,80.898,4258.848
82320.0,75.359,67.933,81.248,4256.4
82380.0,75.353,67.87,80.78,4257.209
82440.0,75.368,67.776,81.534,4245.954
82500.0,75.4,67.937,80.676,4248.462
82560.0,75.342,67.935,80.874,4243.371
82620.0,75.327,67.808,80.818,4258.179
82680.0,75.401,67.968,81.42,4247.914
82740.0,75.327,68.179,81.316,4245.394
82800.0,75.342,67.934,81.033,4243.328
82860.0,75.358,68.19,81.564,4242.829
82920.0,75.402,68.073,81.19,4254.291
82980.0,75.339,67.793,80.488,4245.941
83040.0,75.36,68.05,81.131,4259.949
83100.0,75.339,67.86,81.406,4261.531
83160.0,75.326,67.988,80.53,4253.656
83220.0,75.381,67.784,81.435,4248.576
83280.0,75.329,67.928,80.567,4260.659
83340.0,75.346,67.842,81.38,4260.395
83400.0,75.342,67.838,81.123,4251.707
83460.0,75.4,67.88,80.91,4243.48
83520.0,75.354,67.846,80.684,4259.745
83580.0,75.369,68.198,80.7,4253.029
83640.0,75.353,68.113,81.051,4258.713
83700.0,75.336,67.802,80.711,4242.254
83760.0,75.366,68.181,81.264,4245.414
83820.0,75.332,68.117,81.159,4248.162
83880.0,75.325,67.906,81.293,4247.283
83940.0,75.36,68.076,80.915,4251.509
84000.0,75.359,67.846,81.201,4257.279
84060.0,75.333,67.873,81.473,4243.453
84120.0,75.373,67.827,81.161,4258.622
84180.0,75.35,67.871,81.347,4249.012
84240.0,75.4,67.778,81.273,4250.326
84300.0,75.397,68.088,81.016,4252.5
84360.0,75.327,68.106,81.431,4253.214
84420.0,75.392,67.841,81.391,4253.871
84480.0,75.391,68.144,81.242,4261.078
84540.0,75.396,67.926,81.57,4243.508
84600.0,75.385,67.971,80.803,4241.783
84660.0,75.388,68.123,80.458,4247.643
84720.0,75.386,68.11,80.76,4251.459
84780.0,75.393,68.093,80.689,4254.991
84840.0,75.326,67.946,80.672,4248.833
84900.0,75.338,67.924,81.417,4260.583
84960.0,75.343,67.973,80.829,4243.78
85020.0,75.381,68.067,80.669,4260.604
85080.0,75.336,68.183,80.558,4253.991
85140.0,75.387,67.964,80.786,4242.568
85200.0,75.353,68.065,80.918,4258.303
85260.0,75.381,68.188,81.227,4256.807
85320.0,75.391,68.026,80.555,4252.497
85380.0,75.372,67.81,80.746,4257.797
85440.0,75.362,67.904,80.647,4245.66
85500.0,75.337,68.171,81.174,4253.484
85560.0,75.327,68.001,80.987,4241.508
85620.0,75.357,67.782,81.296,4252.376
85680.0,75.389,68.173,80.819,4241.819
85740.0,75.371,67.846,81.108,4245.104
85800.0,75.385,67.952,81.532,4247.507
85860.0,75.356,67.832,81.075,4260.866
85920.0,75.352,67.879,81.572,4261.374
85980.0,75.359,67.959,81.359,4250.722
86040.0,75.36,68.198,81.027,4258.627
86100.0,75.36,67.881,80.637,4247.564
86160.0,75.375,67.993,80.585,4241.358
86220.0,75.396,67.99,80.664,4242.595
86280.0,75.398,68.09,81.158,4249.319
86340.0,75.338,68.082,80.811,4241.949
